,ids,names,rating,review_count,price,transactions,is_closed,type_food,type_food_alias,latitude,longitude,country,state,city,zip_code,transactions_
1211,G2q4Lqe7tEDjMGzazUXdVQ,Moon House Chinese Cuisine,4.0,834,$$,"['delivery', 'pickup']",False,"Dim Sum, Cantonese","dimsum, cantonese",34.0475905438149,-118.443221636117,US,CA,Los Angeles,90025,"['delivery', 'pickup']"
1212,FoEMpu0X_bGCb7yRreMxMQ,Tsujita LA Artisan Noodle,4.0,4040,$$,"['delivery', 'pickup']",False,"Ramen, Noodles","ramen, noodles",34.0395785158514,-118.442669604805,US,CA,Los Angeles,90025,"['delivery', 'pickup']"
1213,l2TpbvvizsNl-GBCRb8I1A,Taste of Tehran,4.5,952,$$,['pickup'],False,"Persian/Iranian, Middle Eastern, Halal","persian, mideastern, halal",34.04764,-118.43542,US,CA,Los Angeles,90025,['pickup']
1214,c6-7m0hafQmFyBgWU2XtIg,Marugame Udon,4.0,1441,$,"['delivery', 'pickup']",False,"Japanese, Noodles","japanese, noodles",34.04002,-118.44326,US,CA,Los Angeles,90025,"['delivery', 'pickup']"
1215,yZZOlnfE3w7G41WqRgeNiw,The Boiling Crab,3.5,850,$$,"['pickup', 'delivery']",False,"Cajun/Creole, Seafood","cajun, seafood",34.0609899,-118.44468,US,CA,Los Angeles,90024,"['pickup', 'delivery']"
1216,XjriQ5bVJIHbgasRDDAncA,Big Boi Filipino,3.5,452,$$,"['delivery', 'pickup']",False,Filipino,filipino,34.0401269,-118.4431476,US,CA,Los Angeles,90025,"['delivery', 'pickup']"
1217,UKIffzIMg4rUbxypJOCzkw,Sawtelle Tempura House,4.0,240,$,['delivery'],False,Japanese,japanese,34.04354,-118.44571,US,CA,West Los Angeles,90025,['delivery']
1218,q5ezisLIVt7wRXvQr4niYg,Sorry Not Sorry,4.0,102,$$,"['delivery', 'pickup']",False,"Cocktail Bars, Wine Bars, American (New)","cocktailbars, wine_bars, newamerican",34.0331,-118.4425,US,CA,Los Angeles,90064,"['delivery', 'pickup']"
1219,NYbHLVzFJJynQ7NgZEZ5VQ,Mala Town,4.0,108,$$,"['delivery', 'pickup']",False,"Hot Pot, Chinese, Comfort Food","hotpot, chinese, comfortfood",34.040912,-118.443377,US,CA,Los Angeles,90025,"['delivery', 'pickup']"
1220,g-B5qeJ0V9mTKrM9Ekr7BA,Gushi,4.0,1122,$$,['delivery'],False,Korean,korean,34.062301687413,-118.44798487715,US,CA,Los Angeles,90024,['delivery']
1221,6U55z4ejutsNYh7jAdWdwA,Black Sheep Burgers,4.5,414,$$,"['delivery', 'pickup']",False,"Burgers, Salad, Sandwiches","burgers, salad, sandwiches",34.039413,-118.442961,US,CA,Los Angeles,90025,"['delivery', 'pickup']"
1222,VqxDHnbjfwwJXON7ERabOw,Hermanito,4.5,103,$$,"['pickup', 'delivery']",False,"Cocktail Bars, Tacos, Beer Bar","cocktailbars, tacos, beerbar",34.04048617,-118.44290783,US,CA,Los Angeles,90025,"['pickup', 'delivery']"
1223,drHh5pVUZTg-zS-_fWufYg,Tacos 1986,4.0,138,$$,"['delivery', 'pickup']",False,Mexican,mexican,34.060618,-118.444679,US,CA,Los Angeles,90024,"['delivery', 'pickup']"
1224,rfVUBEy2i9aHsKjsJbqZwA,Haidilao Hot Pot,4.0,63,,"['delivery', 'pickup']",False,Hot Pot,hotpot,34.058799,-118.41932,US,CA,Los Angeles,90067,"['delivery', 'pickup']"
1225,PKwX5FuQg3neAEn81xDZbg,CAVA,4.0,482,$$,['delivery'],False,"Mediterranean, Salad","mediterranean, salad",34.0611151,-118.4462877,US,CA,Los Angeles,90024,['delivery']
1226,y6NkswIuaI5GOHLg5HgFyA,Mio Babbo,5.0,143,,"['delivery', 'pickup']",False,Italian,italian,34.0494805,-118.46150433,US,CA,Los Angeles,90025,"['delivery', 'pickup']"
1227,kUx6ZHSJM863oMd3YhQLnQ,Sea Salt Poke,4.5,433,$$,"['delivery', 'pickup']",False,"Seafood, Poke, Hawaiian","seafood, poke, hawaiian",34.038546,-118.441848,US,CA,Los Angeles,90064,"['delivery', 'pickup']"
1228,FFqRasm6woQX0RfIxnPq7w,Mochi Dochi,4.5,37,,"['delivery', 'pickup']",False,"Hot Dogs, Donuts, Asian Fusion","hotdog, donuts, asianfusion",34.039201,-118.441936,US,CA,Los Angeles,90025,"['delivery', 'pickup']"
1229,TmSiqGPjd4ootNVwEG6H9g,Empanada's Place,4.5,795,$,[],False,"Argentine, Empanadas","argentine, empanadas",34.0110704,-118.4196397,US,CA,Los Angeles,90066,
1230,To5SXk6i3H2_Zm9B5ECIFg,Mogumogu,4.5,376,$$,"['pickup', 'delivery']",False,Ramen,ramen,34.03598,-118.44543,US,CA,Los Angeles,90064,"['pickup', 'delivery']"
1231,Kcia8sHINWxqHjThJRAUkw,Anzu,4.5,263,$,"['delivery', 'pickup']",False,"Japanese, Burgers, Chicken Shop","japanese, burgers, chickenshop",34.0410783,-118.4432467,US,CA,Los Angeles,90025,"['delivery', 'pickup']"
1232,PEBwHTrSJxJDnLMuo3hziQ,KazuNori  | The Original Hand Roll Bar,4.5,874,$$,['delivery'],False,Sushi Bars,sushi,34.0600346,-118.4461173,US,CA,Los Angeles,90024,['delivery']
1233,RQoD2ucHJJQpCevVNPlLxQ,The Rooftop by JG,4.0,384,$$$$,[],False,"American (New), Lounges, Tapas/Small Plates","newamerican, lounges, tapasmallplates",34.06693,-118.4105,US,CA,Beverly Hills,90210,
1234,tR1R3-fdMojGBil7haArAA,Javan Restaurant,4.5,1077,$$,"['delivery', 'pickup']",False,"Persian/Iranian, Seafood","persian, seafood",34.045282,-118.451941,US,CA,Los Angeles,90025,"['delivery', 'pickup']"
1235,py2dW-WLfw8RfT4lkYX6pA,Hamasaku,4.0,540,$$$,"['restaurant_reservation', 'delivery', 'pickup']",False,"Japanese, Sushi Bars","japanese, sushi",34.048303,-118.443351,US,CA,Los Angeles,90025,"['restaurant_reservation', 'delivery', 'pickup']"
1236,rYc-jsr1rSTmymTCA03HVQ,Tripp Burgers,4.5,73,,[],False,"Burgers, Pop-Up Restaurants","burgers, popuprestaurants",34.020397,-118.422313,US,CA,Los Angeles,90034,
1237,LoPRhufpKse8q9WoTSpBWA,Mama Hong's Vietnamese Kitchen - West Los Angeles,4.0,980,$$,"['pickup', 'delivery']",False,Vietnamese,vietnamese,34.0481,-118.46312,US,CA,Los Angeles,90025,"['pickup', 'delivery']"
1238,iadn-cw8FdXPkjah8_nl1w,Santa Monica Seafood Market & Cafe - Santa Monica,4.0,1512,$$,['delivery'],False,"Seafood Markets, Seafood","seafoodmarkets, seafood",34.0236904,-118.4923282,US,CA,Santa Monica,90401,['delivery']
1239,udINVeecZdXtmCgbBIZi7A,Tatsu Ramen,4.0,3320,$$,['delivery'],False,Ramen,ramen,34.038943,-118.442405,US,CA,Los Angeles,90025,['delivery']
1240,1e2xUWqt4YeoWhCKFqpDsg,Hakata Izakaya HERO,4.5,43,,[],False,"Izakaya, Tapas/Small Plates","izakaya, tapasmallplates",34.0476088109,-118.435117508,US,CA,West Los Angeles,90025,
1241,EL12403cpcEf8hLYXSpptg,Bay Cities Italian Deli,4.0,4929,$$,['delivery'],False,"Delis, Sandwiches, Italian","delis, sandwiches, italian",34.017994,-118.489223,US,CA,Santa Monica,90401,['delivery']
1242,GPGSBlT_Qivav8vH_d2yOg,Din Tai Fung,4.0,1649,$$,"['pickup', 'delivery']",False,"Taiwanese, Chinese, Desserts","taiwanese, chinese, desserts",34.0581675839108,-118.417310318771,US,CA,Los Angeles,90067,"['pickup', 'delivery']"
1243,HXWdcnzYG1zmf0vDplmEEQ,The Crack Shack,4.0,416,$$,['delivery'],False,"Chicken Shop, Sandwiches","chickenshop, sandwiches",34.05825337,-118.41742522,US,CA,Los Angeles,90067,['delivery']
1244,Lu2osODR3Cu9kTfaav3JiQ,Brothers Cousins Tacos,5.0,119,$,[],False,"Tacos, Food Stands","tacos, foodstands",34.0266888040758,-118.431936958053,US,CA,Los Angeles,90064,
1245,SlePUeouLRfFjp0L06RPqA,Midoh Sawtelle,4.5,24,,"['delivery', 'pickup']",False,"Japanese, Desserts","japanese, desserts",34.039279,-118.441607,US,CA,West Los Angeles,90025,"['delivery', 'pickup']"
1246,VzHJuws0xqcqDe5D9vNRUw,Lobster & Beer,4.0,811,$$,"['delivery', 'pickup']",False,"Seafood, Beer Bar, Sports Bars","seafood, beerbar, sportsbars",34.02686,-118.408406,US,CA,Los Angeles,90034,"['delivery', 'pickup']"
1247,SsQmelYytgCNxzBm0T1CCw,Toranj,4.5,179,$$,"['delivery', 'pickup']",False,Persian/Iranian,persian,34.06026,-118.442964,US,CA,Los Angeles,90024,"['delivery', 'pickup']"
1248,vqexea2w5XPf4N1AJ8YL0w,The Wellesbourne,4.0,971,$$$,"['delivery', 'pickup']",False,"Lounges, Cocktail Bars, Tapas/Small Plates","lounges, cocktailbars, tapasmallplates",34.03945,-118.4306,US,CA,Los Angeles,90064,"['delivery', 'pickup']"
1249,vp_lalOGHj7ggzTUfNfQaA,Green Olive,4.0,110,$$,"['delivery', 'pickup']",False,Mediterranean,mediterranean,34.0473736052821,-118.4436722,US,CA,Los Angeles,90025,"['delivery', 'pickup']"
1250,GT9hiv72iGarl6vx9WM7DQ,Lady Byrd Cafe,4.0,342,,[],False,"American (New), Cafes","newamerican, cafes",34.08957,-118.24977,US,CA,Los Angeles,90026,
1251,CbW8U0QAwh5XRkaLt0xNZA,Masa of Echo Park,4.0,4254,$$,['delivery'],False,Pizza,pizza,34.077585,-118.259599,US,CA,Los Angeles,90026,['delivery']
1252,L3YM8cAda9L_t_j-2C4ufA,Sage Vegan Bistro - Echo Park,4.0,2337,$$,"['delivery', 'pickup']",False,"Vegan, Brewpubs","vegan, brewpubs",34.077123,-118.258714,US,CA,Los Angeles,90026,"['delivery', 'pickup']"
1253,njyf0pk4spqk5jRLUVlN-A,Combo A,4.5,317,$,['pickup'],False,Chinese,chinese,34.07817,-118.25676,US,CA,Los Angeles,90026,['pickup']
1254,7O1ORGY36A-2aIENyaJWPg,Howlin' Ray's,4.5,6598,$$,['delivery'],False,"Southern, Chicken Shop, American (Traditional)","southern, chickenshop, tradamerican",34.061517,-118.239716,US,CA,Los Angeles,90012,['delivery']
1255,_5JhfxX1hh3TtRsqgztcsQ,Super Rich,4.0,9,,[],False,Japanese,japanese,34.077616,-118.259914,US,CA,Echo Park,90026,
1256,h3KzTYozazMtdhS8C1qBXg,The Semi-Tropic,4.5,400,$$,"['delivery', 'pickup']",False,"Diners, Cocktail Bars","diners, cocktailbars",34.07998,-118.25979,US,CA,Los Angeles,90026,"['delivery', 'pickup']"
1257,yQVPKXmDIUb6yH3MM8Q3nQ,Strada Eateria & Bar,5.0,354,$$,"['restaurant_reservation', 'delivery', 'pickup']",False,"Tapas/Small Plates, Bars, American (New)","tapasmallplates, bars, newamerican",34.046649,-118.2633746,US,CA,Los Angeles,90015,"['restaurant_reservation', 'delivery', 'pickup']"
1258,R3dhPDcl3bYhRXwCWvIK2w,MORIHIRO,5.0,5,,[],False,Japanese,japanese,34.116905,-118.262432,US,CA,Los Angeles,90039,
1259,BDRVlHnK4l0T0ANb7M-Eqg,Guisados,4.5,2145,$,"['delivery', 'pickup']",False,Mexican,mexican,34.0702395145121,-118.250448424643,US,CA,Los Angeles,90026,"['delivery', 'pickup']"
1260,ohosmz6FXVAeoW5nUkYwng,Pine & Crane,4.5,2331,$$,['delivery'],False,"Taiwanese, Chinese, Bubble Tea","taiwanese, chinese, bubbletea",34.0905963760163,-118.277172084005,US,CA,Los Angeles,90026,['delivery']
1261,us0WnDOySVXXXwCqs0AaCw,いざかや おせん- IZAKAYA OSEN,4.5,878,$$,"['restaurant_reservation', 'pickup', 'delivery']",False,"Sushi Bars, Izakaya, Seafood","sushi, izakaya, seafood",34.08319167,-118.273245,US,CA,Los Angeles,90026,"['restaurant_reservation', 'pickup', 'delivery']"
1262,eNPaF_hVdpxMkzyq9kenYQ,The Park's Finest,4.0,2087,$$,"['restaurant_reservation', 'delivery', 'pickup']",False,"Barbeque, Filipino, American (New)","bbq, filipino, newamerican",34.0665313022035,-118.254266053011,US,CA,Los Angeles,90026,"['restaurant_reservation', 'delivery', 'pickup']"
1263,SqWYLEwZxJY7Et8w24lzjw,Crispy School,5.0,345,$$,"['delivery', 'pickup']",False,"Burgers, American (New)","burgers, newamerican",34.06410333,-118.283964,US,CA,Los Angeles,90057,"['delivery', 'pickup']"
1264,xHuKx24Ho7vVWK600v1m3g,Teddy’s Red Tacos,4.0,68,$,[],False,"Food Trucks, Tacos","foodtrucks, tacos",34.0665737048528,-118.249739639016,US,CA,Los Angeles,90012,
1265,puo151bPwqvTl46LYZyOsA,Larchmont Bungalow Cafe,4.5,359,$$,['delivery'],False,Cafes,cafes,34.07718,-118.26406,US,CA,Los Angeles,90026,['delivery']
1266,0KicdACooH2zW9c7XWmR9Q,Monty's Good Burger,4.5,428,$$,[],False,"Burgers, Vegan, Fast Food","burgers, vegan, hotdogs",34.07645,-118.25591,US,CA,Los Angeles,90026,
1267,RmV5P6tQ5i40un4N3_xZlQ,Lassens Natural Foods & Vitamins,3.0,229,$$,['delivery'],False,"Vitamins & Supplements, Organic Stores, Delis","vitaminssupplements, organic_stores, delis",34.0777350433413,-118.257853327657,US,CA,Los Angeles,90026,['delivery']
1268,uMLZ0gGjOqFjJJF_kNoccg,Triple Beam Pizza,4.0,91,,[],False,Pizza,pizza,34.077682,-118.2598712,US,CA,Los Angeles,90026,
1269,qCJ2LFfNbXYBIcjXNva1cA,Langer's Delicatessen,4.5,3835,$$,['delivery'],False,"Delis, Sandwiches","delis, sandwiches",34.05609,-118.27658,US,CA,Los Angeles,90057,['delivery']
1270,pdOUQItoKoKKelvcUvWcsA,Kien Giang Bakery,4.5,183,$,['delivery'],False,"Bakeries, Custom Cakes, Sandwiches","bakeries, customcakes, sandwiches",34.0797500610352,-118.255867004395,US,CA,Los Angeles,90026,['delivery']
1271,dOyEWOtr3h7kkyMQwWwDFA,Ohana Superette,4.0,182,$$,['delivery'],False,"Hawaiian, Seafood","hawaiian, seafood",34.08254,-118.273196,US,CA,Los Angeles,90026,['delivery']
1272,Fcxm2Wnz8lLDi6doGcAMTw,Taix French Restaurant,4.0,842,$$$,[],False,French,french,34.0782765,-118.2614713,US,CA,Los Angeles,90026,
1273,nUT0BaARIUa1I_qV39mj9A,Ostrich Farm,4.0,495,$$,['delivery'],False,"Bars, American (New)","bars, newamerican",34.07639,-118.25579,US,CA,Los Angeles,90026,['delivery']
1274,26fIBSlQkaTa29uoKAvZOw,Burgers Never Say Die,4.0,674,$$,['delivery'],False,Burgers,burgers,34.099915,-118.25892833,US,CA,Los Angeles,90039,['delivery']
1275,u9sTaFMUwRTsRBozTzNZog,LASA,4.5,505,$$,"['delivery', 'pickup']",False,"Filipino, American (New)","filipino, newamerican",34.0614959670209,-118.239568490012,US,CA,Los Angeles,90012,"['delivery', 'pickup']"
1276,KQBGm5G8IDkE8LeNY45mbA,Wurstküche,4.0,8444,$$,"['delivery', 'pickup']",False,"Hot Dogs, German, Gastropubs","hotdog, german, gastropubs",34.0456047058105,-118.236061096191,US,CA,Los Angeles,90013,"['delivery', 'pickup']"
1277,q97MIGXESdhak-LhGKDl0Q,Sqirl,4.0,2058,$$,['delivery'],False,"American (New), Salad","newamerican, salad",34.084366,-118.286636,US,CA,Los Angeles,90029,['delivery']
1278,ugtb8TqL2BgeSeLyB6hDyg,the quiet dumpling,5.0,11,,"['delivery', 'pickup']",False,Pop-Up Restaurants,popuprestaurants,34.095341,-118.294893,US,CA,Los Angeles,90029,"['delivery', 'pickup']"
1279,gY3McKZ54b8w_3yVU2qQPg,HiFi Kitchen,4.5,61,$,['delivery'],False,"Filipino, Asian Fusion","filipino, asianfusion",34.064592,-118.2650419,US,CA,Los Angeles,90026,['delivery']
1280,K-Fbh2WCHlqR56H9TnfpNA,Perch,4.0,8059,$$$,"['delivery', 'pickup']",False,"Lounges, French, Breakfast & Brunch","lounges, french, breakfast_brunch",34.04897,-118.2514,US,CA,Los Angeles,90013,"['delivery', 'pickup']"
1281,7s6lIJrg0EMfHYG6tYTMqg,El Cochinito Restaurant,4.0,759,$$,['delivery'],False,Cuban,cuban,34.0887571355407,-118.276930530164,US,CA,Los Angeles,90026,['delivery']
1282,SVdZ44Wdu7RXGWMdRTt8Vw,LJ’s Fish And Shrimp Taco,5.0,11,,"['delivery', 'pickup']",False,"Tacos, Seafood","tacos, seafood",34.077734,-118.257534,US,CA,Los Angeles,90026,"['delivery', 'pickup']"
1283,ayObtPXjSe0gALk8HVAxKg,Bowery Bungalow,4.5,480,$$,['delivery'],False,"Lebanese, Mediterranean","lebanese, mediterranean",34.09108,-118.28308,US,CA,Los Angeles,90029,['delivery']
1284,ziFEekgYx0kSfY1k2OvvLA,Baby Blues BBQ,3.5,259,$$,"['delivery', 'pickup']",False,"Barbeque, Caterers","bbq, catering",34.0782319760422,-118.261148259044,US,CA,Los Angeles,90026,"['delivery', 'pickup']"
1285,oZG16DktFsm-Sl-KDSny_g,Katsu Sando,4.5,108,,[],False,"Sandwiches, Japanese Curry","sandwiches, japacurry",34.0613553,-118.238547,US,CA,Los Angeles,90012,
1286,Mywk3nUsqPvmzJiEOw4XYw,Pearl River Deli,5.0,123,$$,['delivery'],False,"Cantonese, Comfort Food","cantonese, comfortfood",34.061365,-118.239412,US,CA,Los Angeles,90012,['delivery']
1287,YcTr0RDHTR1uLjfwL5mEkw,Sticky Rice Echo Park,3.5,204,$$,"['delivery', 'pickup']",False,"Thai, Bars","thai, bars",34.07799,-118.25937,US,CA,Los Angeles,90026,"['delivery', 'pickup']"
1288,e8yeADAtTGRyzkOLG5iKSg,Little Jewel of New Orleans,4.0,1763,$$,"['delivery', 'pickup']",False,"Delis, Grocery, Cajun/Creole","delis, grocery, cajun",34.060099,-118.238083,US,CA,Los Angeles,90012,"['delivery', 'pickup']"
1289,_joblNyGX1-cs4ZZHYCNvw,King's Hawaiian Grill,4.0,8,$$,[],False,Hawaiian,hawaiian,34.0748603501321,-118.240410424769,US,CA,Los Angeles,90012,
1290,ywscgA5LUgvwX7WrPuAM2A,Sushi Kaneyoshi,5.0,12,,[],False,Sushi Bars,sushi,34.050047,-118.241502,US,CA,Los Angeles,90012,
1291,xPoZ1x-sGynBexrmRXyKlA,All Day Baby,4.0,150,$$,['delivery'],False,"Cocktail Bars, American (New)","cocktailbars, newamerican",34.0854955008303,-118.275090262648,US,CA,Los Angeles,90026,['delivery']
1292,_n0fEUZdbkLOimHz_IXkiQ,JOEY DTLA,4.5,1008,,[],False,American (New),newamerican,34.04836,-118.25876,US,CA,Los Angeles,90017,
1293,SLxKy00itrk-ta8r8zCzTA,Easy Street Burgers,4.5,121,$,"['delivery', 'pickup']",False,Burgers,burgers,34.088796,-118.308573,US,CA,Los Angeles,90029,"['delivery', 'pickup']"
1294,HLLICaNVSR0FJKIN80LrOg,Black Hogg Sandwiches,4.5,195,$$,"['delivery', 'pickup']",False,"Sandwiches, Salad, Desserts","sandwiches, salad, desserts",34.0825531,-118.2731253,US,CA,Los Angeles,90026,"['delivery', 'pickup']"
1295,gAMhVggfelvAxE40Bg-ywQ,OTOTO,4.0,61,$$,[],False,"Bars, Japanese","bars, japanese",34.07293667,-118.25160283,US,CA,Los Angeles,90026,
1296,NffHWFzlhlsPvl06guR2gQ,Mohawk Bend,4.0,2412,$$,"['delivery', 'pickup']",False,"Beer Bar, Pizza, American (New)","beerbar, pizza, newamerican",34.0775496584095,-118.264732207155,US,CA,Los Angeles,90026,"['delivery', 'pickup']"
1297,9T2bBH4n0_i7KhE0kPQiPw,Honey Hi,4.5,263,$$,['delivery'],False,"Cafes, Juice Bars & Smoothies, Breakfast & Brunch","cafes, juicebars, breakfast_brunch",34.0768811,-118.2580069,US,CA,Los Angeles,90026,['delivery']
1298,pxg3VJKR9sA7cJqgXFTrSw,Dollar Hits,4.0,339,$,['delivery'],False,Filipino,filipino,34.07145,-118.27267,US,CA,Los Angeles,90026,['delivery']
1299,sgqhqcRGuioPSNCVKA-PZg,Woon,4.5,217,$$,['delivery'],False,Chinese,chinese,34.0741838,-118.2793993,US,CA,Los Angeles,90026,['delivery']
1300,R3dhPDcl3bYhRXwCWvIK2w,MORIHIRO,5.0,5,,[],False,Japanese,japanese,34.116905,-118.262432,US,CA,Los Angeles,90039,
1301,DJek3FUewBzMc0gS-Gms9w,Morrison Atwater Village,4.5,4438,$$,"['delivery', 'pickup']",False,"Gastropubs, Burgers, Salad","gastropubs, burgers, salad",34.12384,-118.26868,US,CA,Los Angeles,90039,"['delivery', 'pickup']"
1302,HHfnN_nVJp-p1rnJXoyXpg,Cluck & Blaze,4.5,90,,"['delivery', 'pickup']",False,Chicken Shop,chickenshop,34.128727,-118.25887,US,CA,Glendale,91204,"['delivery', 'pickup']"
1303,P_2Z_Wwk2Xtepobtxxsa6A,Din Tai Fung,4.0,3912,$$,"['restaurant_reservation', 'delivery', 'pickup']",False,"Shanghainese, Dim Sum, Taiwanese","shanghainese, dimsum, taiwanese",34.1434651,-118.2560737,US,CA,Glendale,91210,"['restaurant_reservation', 'delivery', 'pickup']"
1304,ugtb8TqL2BgeSeLyB6hDyg,the quiet dumpling,5.0,11,,"['delivery', 'pickup']",False,Pop-Up Restaurants,popuprestaurants,34.095341,-118.294893,US,CA,Los Angeles,90029,"['delivery', 'pickup']"
1305,bY6RStcfjyCJtDr8nLpohQ,Dune,4.5,781,$$,['delivery'],False,"Falafel, Salad, Sandwiches","falafel, salad, sandwiches",34.1169649464573,-118.262093149437,US,CA,Los Angeles,90039,['delivery']
1306,Hd6wCJbQz81UdD_EyOumPA,Raffi's Place,4.5,4736,$$,['delivery'],False,"Middle Eastern, Persian/Iranian, Armenian","mideastern, persian, armenian",34.14659,-118.25335,US,CA,Glendale,91205,['delivery']
1307,eoOJbi94rj9277dG7WIv0A,Home Restaurant - Los Feliz,4.0,3012,$$,"['delivery', 'pickup']",False,"Breakfast & Brunch, Coffee & Tea, American (New)","breakfast_brunch, coffee, newamerican",34.10296,-118.28719,US,CA,Los Angeles,90027,"['delivery', 'pickup']"
1308,S3CWNRdNqsIe62yvCEPfdw,Cara Restaurant,4.0,19,,[],False,"American (New), Italian","newamerican, italian",34.102806,-118.309047,US,CA,Los Angeles,90027,
1309,RVbZaawgEGmto6TxOoVBdQ,Running Goose,4.5,1079,$$,"['restaurant_reservation', 'pickup']",False,"Tapas/Small Plates, Gastropubs, Latin American","tapasmallplates, gastropubs, latin",34.10052,-118.32927,US,CA,Los Angeles,90028,"['restaurant_reservation', 'pickup']"
1310,mcHP3IfI1b7bXJZKD6PLHA,Angry Chickz,4.5,930,$$,"['delivery', 'pickup']",False,"Southern, Comfort Food, Chicken Shop","southern, comfortfood, chickenshop",34.102039,-118.299858,US,CA,Los Angeles,90027,"['delivery', 'pickup']"
1311,Z57u3vyjkRiO5yIOkmGRNA,Carousel Restaurant,4.5,750,$$,"['restaurant_reservation', 'delivery', 'pickup']",False,"Armenian, Lebanese","armenian, lebanese",34.10137,-118.30125,US,CA,Los Angeles,90027,"['restaurant_reservation', 'delivery', 'pickup']"
1312,ohosmz6FXVAeoW5nUkYwng,Pine & Crane,4.5,2331,$$,['delivery'],False,"Taiwanese, Chinese, Bubble Tea","taiwanese, chinese, bubbletea",34.0905963760163,-118.277172084005,US,CA,Los Angeles,90026,['delivery']
1313,-KqNRM-drDM7Nu9i9xEnfA,La Pergoletta,4.5,921,$$,"['delivery', 'pickup']",False,Italian,italian,34.1037812,-118.2872479,US,CA,Los Angeles,90027,"['delivery', 'pickup']"
1314,f2Kf3p31IQMiFl2jHXrVaA,Brick & Flour,4.0,1605,$,"['delivery', 'pickup']",False,Mexican,mexican,34.1604326357178,-118.264617163073,US,CA,Glendale,91202,"['delivery', 'pickup']"
1315,6b1Kud4nDwsqw1kILxI9ZQ,ixlb DimSum Eats,4.5,677,$,['delivery'],False,"Dim Sum, Taiwanese","dimsum, taiwanese",34.09779,-118.3183,US,CA,Los Angeles,90028,['delivery']
1316,sYXSgqcBUHtcACUkh3JuQA,Ceviche Project,4.5,69,,['delivery'],False,"Latin American, Seafood, Bars","latin, seafood, bars",34.10507,-118.27285483,US,CA,Los Angeles,90027,['delivery']
1317,SLxKy00itrk-ta8r8zCzTA,Easy Street Burgers,4.5,121,$,"['delivery', 'pickup']",False,Burgers,burgers,34.088796,-118.308573,US,CA,Los Angeles,90029,"['delivery', 'pickup']"
1318,iYLyVP1uRs56wZ3FK_lCdw,The Guest House,4.0,348,$$,"['delivery', 'pickup']",False,"Cocktail Bars, American (New)","cocktailbars, newamerican",34.1028276,-118.2872571,US,CA,Los Angeles,90027,"['delivery', 'pickup']"
1319,2A18f5TRpM9fBL29byLiAA,Porto's Bakery & Cafe,4.5,9067,$,[],False,"Bakeries, Cafes, Custom Cakes","bakeries, cafes, customcakes",34.15039756162,-118.25546929797,US,CA,Glendale,91203,
1320,nqYbRGPmYA0X_sjSBtXpgw,Sidewalk Grill,4.5,1018,$$,"['delivery', 'pickup']",False,"Mediterranean, Salad, Wraps","mediterranean, salad, wraps",34.1026289157429,-118.291943635377,US,CA,Los Angeles,90027,"['delivery', 'pickup']"
1321,qRIvkWkJFHTs9EQGWIzpgA,Baracoa Cuban Cafe,4.0,396,$$,"['delivery', 'pickup']",False,Cuban,cuban,34.11764,-118.26177,US,CA,Los Angeles,90039,"['delivery', 'pickup']"
1322,GT9hiv72iGarl6vx9WM7DQ,Lady Byrd Cafe,4.0,342,,[],False,"American (New), Cafes","newamerican, cafes",34.08957,-118.24977,US,CA,Los Angeles,90026,
1323,EzTDoLwiqy-cMZbIujA8FQ,Little Dom's,3.5,1573,$$,['delivery'],False,American (New),newamerican,34.11092,-118.28721,US,CA,Los Angeles,90027,['delivery']
1324,jS8MhTJpHmGYuxcKonGG-A,Kismet,4.0,474,$$,['delivery'],False,"Mediterranean, American (New), Middle Eastern","mediterranean, newamerican, mideastern",34.1002441,-118.2906102,US,CA,Los Angeles,90027,['delivery']
1325,EYbE21-tQAt84Yfz8CMlBQ,Trattoria Amici,4.0,1357,$$,"['restaurant_reservation', 'delivery', 'pickup']",False,Italian,italian,34.1436429198616,-118.256382755119,US,CA,Glendale,91210,"['restaurant_reservation', 'delivery', 'pickup']"
1326,6i7KnRylm4bhPIApDFSVCg,Dave's Hot Chicken,4.5,3380,$$,"['delivery', 'pickup']",False,"Chicken Shop, Halal","chickenshop, halal",34.0880681,-118.308962,US,CA,Los Angeles,90029,"['delivery', 'pickup']"
1327,C5s9a_prs6TbH510Bt_sqQ,眞 Jin Cook - Authentic Korean Soul Food,4.5,165,$$,"['delivery', 'pickup']",False,Korean,korean,34.15036417,-118.25460233,US,CA,Glendale,91203,"['delivery', 'pickup']"
1328,26fIBSlQkaTa29uoKAvZOw,Burgers Never Say Die,4.0,674,$$,['delivery'],False,Burgers,burgers,34.099915,-118.25892833,US,CA,Los Angeles,90039,['delivery']
1329,t5EsO3i6c_ESKA5f3CUTXg,Mamita Peruvian Restaurant,4.0,1057,$$,['delivery'],False,Peruvian,peruvian,34.1378135681152,-118.254585266113,US,CA,Glendale,91204,['delivery']
1330,cJ_-7MywlZgLvvsS4u7jaQ,Tam O'Shanter,4.0,1456,$$$,['delivery'],False,"Pubs, British","pubs, british",34.125675145001,-118.264257899961,US,CA,Los Angeles,90039,['delivery']
1331,_NEcYN1YhwHnkFsXlSTdHw,Papilles Bistro,4.5,500,$$$,"['restaurant_reservation', 'delivery']",False,"French, Burgers","french, burgers",34.1053549,-118.3246985,US,CA,Los Angeles,90028,"['restaurant_reservation', 'delivery']"
